Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	RefSeq	KEGG	Gene Ontology (biological process)	Gene Ontology (molecular function)	Gene Ontology (cellular component)
Q7TUC5	Q7TUC5_PROMP	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	murF PMM0610	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	456	PMM0610	"PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_02019, ECO:0000256|RuleBase:RU004136}."	WP_011132244.1	pmm:PMM0610;	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	"ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766]"	cytoplasm [GO:0005737]
Q7TUC7	HIS2_PROMP	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE PMM0578	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	221	PMM0578	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 2/9. {ECO:0000255|HAMAP-Rule:MF_01019}.; PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 3/9. {ECO:0000255|HAMAP-Rule:MF_01019}.	WP_011132212.1	pmm:PMM0578;	histidine biosynthetic process [GO:0000105]	ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]	cytoplasm [GO:0005737]
Q7TUD1	ARGB_PROMP	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB PMM0499	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	284	PMM0499	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)-acetyl-L-ornithine from L-glutamate: step 2/4. {ECO:0000255|HAMAP-Rule:MF_00082}.		pmm:PMM0499;	arginine biosynthetic process via ornithine [GO:0042450]; phosphorylation [GO:0016310]	acetylglutamate kinase activity [GO:0003991]; ATP binding [GO:0005524]	cytoplasm [GO:0005737]
Q7TUF8	NU3C_PROMP	NAD(P)H-quinone oxidoreductase subunit 3 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3) (NDH-1 subunit 3) (NDH-C)	ndhC PMM0294	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	120	PMM0294		WP_011131931.1	pmm:PMM0294;	"photosynthesis, light reaction [GO:0019684]"	NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]	plasma membrane-derived thylakoid membrane [GO:0031676]
Q7TUG0	TGT_PROMP	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt PMM0271	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	372	PMM0271	PATHWAY: tRNA modification; tRNA-queuosine biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00168}.	WP_011131908.1	pmm:PMM0271;	queuosine biosynthetic process [GO:0008616]; tRNA-guanine transglycosylation [GO:0101030]	metal ion binding [GO:0046872]; queuine tRNA-ribosyltransferase activity [GO:0008479]	
Q7TUG1	PUR9_PROMP	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH PMM0266	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	517	PMM0266	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide (10-formyl THF route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00139}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; IMP from 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00139}.	WP_011131903.1	pmm:PMM0266;	'de novo' IMP biosynthetic process [GO:0006189]	IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]	
Q7TUG9	GSHB_PROMP	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	gshB PMM0178	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	307	PMM0178	PATHWAY: Sulfur metabolism; glutathione biosynthesis; glutathione from L-cysteine and L-glutamate: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00162}.	WP_011131817.1	pmm:PMM0178;		ATP binding [GO:0005524]; glutathione synthase activity [GO:0004363]; metal ion binding [GO:0046872]	
Q7TUH1	NDHI_PROMP	NAD(P)H-quinone oxidoreductase subunit I (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit I) (NDH-1 subunit I) (NDH-I)	ndhI PMM0159	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	208	PMM0159		WP_011131798.1	pmm:PMM0159;	"photosynthesis, light reaction [GO:0019684]"	"4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]"	plasma membrane-derived thylakoid membrane [GO:0031676]
Q7TUH3	Q7TUH3_PROMP	"NAD(P)H-quinone oxidoreductase subunit 4L (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 4L) (NADH-plastoquinone oxidoreductase subunit 4L) (NDH-1, subunit 4L) (NDH-E)"	ndhE PMM0157	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	106	PMM0157		WP_011131796.1	pmm:PMM0157;	"ATP synthesis coupled electron transport [GO:0042773]; photosynthesis, light reaction [GO:0019684]"	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]"	plasma membrane-derived thylakoid membrane [GO:0031676]
Q7TUI2	Q7TUI2_PROMP	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF PMM0004	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	486	PMM0004	"PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; N(1)-(5-phospho-D-ribosyl)glycinamide from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/2. {ECO:0000256|ARBA:ARBA00005209, ECO:0000256|HAMAP-Rule:MF_01931, ECO:0000256|PIRNR:PIRNR000485}."	WP_011131642.1	pmm:PMM0004;	'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; purine nucleobase biosynthetic process [GO:0009113]	amidophosphoribosyltransferase activity [GO:0004044]; magnesium ion binding [GO:0000287]	
Q7UZF5	Q7UZF5_PROMP	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA PMM1712	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	966	PMM1712		WP_011133339.1	pmm:PMM1712;	nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]
Q7UZF8	MRAY_PROMP	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY PMM1709	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	359	PMM1709	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00038}.		pmm:PMM1709;	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	"metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]"	plasma membrane [GO:0005886]
Q7UZG2	AROE_PROMP	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE PMM1705	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	285	PMM1705	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 4/7. {ECO:0000255|HAMAP-Rule:MF_00222}.	WP_011133332.1	pmm:PMM1705;	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]	NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]	
Q7UZG7	Q7UZG7_PROMP	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	acnB PMM1700	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	857	PMM1700	"PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; isocitrate from oxaloacetate: step 2/2. {ECO:0000256|ARBA:ARBA00004717, ECO:0000256|PIRNR:PIRNR036687}.; PATHWAY: Organic acid metabolism; propanoate degradation. {ECO:0000256|ARBA:ARBA00005026}."		pmm:PMM1700;	tricarboxylic acid cycle [GO:0006099]	"2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]"	cytosol [GO:0005829]
Q7UZH5	QUEC_PROMP	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC PMM1691	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	224	PMM1691	PATHWAY: Purine metabolism; 7-cyano-7-deazaguanine biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01633}.	WP_011133318.1	pmm:PMM1691;	queuosine biosynthetic process [GO:0008616]	"ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]"	
Q7UZH6	Q7UZH6_PROMP	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	queE PMM1690	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	223	PMM1690	PATHWAY: Purine metabolism; 7-cyano-7-deazaguanine biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00917}.	WP_011133317.1	pmm:PMM1690;	queuosine biosynthetic process [GO:0008616]	"4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]"	
Q7UZH8	SYDND_PROMP	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS PMM1688	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	598	PMM1688		WP_011133315.1	pmm:PMM1688;	aspartyl-tRNA aminoacylation [GO:0006422]	aspartate-tRNA ligase activity [GO:0004815]; aspartate-tRNA(Asn) ligase activity [GO:0050560]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]	cytoplasm [GO:0005737]
Q7UZI0	SPEE_PROMP	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE PMM1685	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	283	PMM1685	PATHWAY: Amine and polyamine biosynthesis; spermidine biosynthesis; spermidine from putrescine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00198}.	WP_011133312.1	pmm:PMM1685;	spermidine biosynthetic process [GO:0008295]	spermidine synthase activity [GO:0004766]	cytoplasm [GO:0005737]
Q7UZI3	SYV_PROMP	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS PMM1682	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	918	PMM1682		WP_011133309.1	pmm:PMM1682;	valyl-tRNA aminoacylation [GO:0006438]	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; valine-tRNA ligase activity [GO:0004832]	cytoplasm [GO:0005737]
Q7UZJ9	THIG_PROMP	Thiazole synthase (EC 2.8.1.10)	thiG PMM1664	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	265	PMM1664	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00443}.	WP_011133291.1	pmm:PMM1664;	thiamine diphosphate biosynthetic process [GO:0009229]	thiazole synthase activity [GO:1990107]	cytoplasm [GO:0005737]
Q7UZK8	TIG_PROMP	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig PMM1655	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	473	PMM1655		WP_011133282.1	pmm:PMM1655;	cell cycle [GO:0007049]; cell division [GO:0051301]; protein folding [GO:0006457]; protein transport [GO:0015031]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	cytoplasm [GO:0005737]
Q7UZK9	DAPA_PROMP	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA PMM1653	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	302	PMM1653	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00418}.	WP_011133280.1	pmm:PMM1653;	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]	cytoplasm [GO:0005737]
Q7UZL0	Q7UZL0_PROMP	Ribonuclease J (RNase J) (EC 3.1.-.-)	rnj PMM1652	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	667	PMM1652		WP_011133279.1	pmm:PMM1652;	rRNA processing [GO:0006364]	5'-3' exoribonuclease activity [GO:0004534]; endoribonuclease activity [GO:0004521]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]
Q7UZL3	UVRB_PROMP	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB PMM1649	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	679	PMM1649		WP_011133276.1	pmm:PMM1649;	nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]
Q7UZM1	SECA_PROMP	Protein translocase subunit SecA (EC 7.4.2.8)	secA PMM1639	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	943	PMM1639			pmm:PMM1639;	intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]	ATP binding [GO:0005524]; protein-exporting ATPase activity [GO:0008564]	plasma membrane-derived thylakoid membrane [GO:0031676]
Q7UZM4	Q7UZM4_PROMP	DNA gyrase subunit B (EC 5.6.2.2)	gyrB PMM1634	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	655	PMM1634		WP_011133261.1	pmm:PMM1634;	DNA topological change [GO:0006265]; DNA-templated DNA replication [GO:0006261]	"ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]"	chromosome [GO:0005694]; cytoplasm [GO:0005737]
Q7UZP0	SYK_PROMP	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS PMM1618	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	512	PMM1618		WP_011133245.1	pmm:PMM1618;	lysyl-tRNA aminoacylation [GO:0006430]	ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]	cytoplasm [GO:0005737]
Q7UZP3	RUVB_PROMP	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	ruvB PMM1615	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	352	PMM1615		WP_011133242.1	pmm:PMM1615;	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]	
Q7UZP7	THIC_PROMP	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC PMM1611	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	456	PMM1611	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00089}.	WP_011133238.1	pmm:PMM1611;	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	"4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]"	
Q7UZQ1	PSAC_PROMP	Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)	psaC PMM1607	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	81	PMM1607		WP_007099573.1	pmm:PMM1607;	photosynthetic electron transport in photosystem I [GO:0009773]	"4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]"	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7UZQ2	Q7UZQ2_PROMP	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS PMM1606	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	631	PMM1606		WP_011133234.1	pmm:PMM1606;	carbohydrate derivative biosynthetic process [GO:1901137]; carbohydrate metabolic process [GO:0005975]; glutamine metabolic process [GO:0006541]	carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]	cytoplasm [GO:0005737]
Q7UZQ5	Q7UZQ5_PROMP	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc PMM1603	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	249	PMM1603		WP_011133231.1	pmm:PMM1603;	mRNA processing [GO:0006397]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	metal ion binding [GO:0046872]; ribonuclease III activity [GO:0004525]; rRNA binding [GO:0019843]	cytoplasm [GO:0005737]
Q7UZS3	HEM6_PROMP	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF PMM1582	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	342	PMM1582	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; protoporphyrinogen-IX from coproporphyrinogen-III (O2 route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00333}.	WP_011133210.1	pmm:PMM1582;	chlorophyll biosynthetic process [GO:0015995]; protoporphyrinogen IX biosynthetic process [GO:0006782]	coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]	cytoplasm [GO:0005737]
Q7UZS5	Q7UZS5_PROMP	Peptidoglycan glycosyltransferase RodA (PGT) (EC 2.4.1.129) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	rodA PMM1580	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	423	PMM1580	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_02079}.	WP_011133208.1	pmm:PMM1580;	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	peptidoglycan glycosyltransferase activity [GO:0008955]	plasma membrane [GO:0005886]
Q7UZT3	Q7UZT3_PROMP	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speH PMM1572	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	142	PMM1572	PATHWAY: Amine and polyamine biosynthesis; S-adenosylmethioninamine biosynthesis; S-adenosylmethioninamine from S-adenosyl-L-methionine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00464}.	WP_011133200.1	pmm:PMM1572;	spermidine biosynthetic process [GO:0008295]	adenosylmethionine decarboxylase activity [GO:0004014]	
Q7UZU3	RECA_PROMP	Protein RecA (Recombinase A)	recA PMM1562	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	370	PMM1562		WP_011133190.1	pmm:PMM1562;	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432]	ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; single-stranded DNA binding [GO:0003697]	cytoplasm [GO:0005737]
